3 	 0.002536 	 0.000963 	 0.001369 	 0.000181 	 0.000022 
1 	 0.002570 	 0.000938 	 0.001347 	 0.000256 	 0.000029 
2 	 0.002719 	 0.000963 	 0.001569 	 0.000170 	 0.000017 
0 	 0.001416 	 0.000954 	 0.000104 	 0.000335 	 0.000023 
1 	 0.001751 	 0.000953 	 0.000390 	 0.000393 	 0.000015 
2 	 0.001981 	 0.000948 	 0.000691 	 0.000322 	 0.000020 
3 	 0.001736 	 0.000969 	 0.000487 	 0.000255 	 0.000025 
0 	 0.001658 	 0.000959 	 0.000166 	 0.000517 	 0.000017 
3 	 0.003116 	 0.000950 	 0.001050 	 0.001097 	 0.000019 
2 	 0.002481 	 0.001864 	 0.000358 	 0.000237 	 0.000021 
0 	 0.003110 	 0.000951 	 0.000830 	 0.001305 	 0.000024 
1 	 0.002440 	 0.001838 	 0.000235 	 0.000345 	 0.000023 
3 	 0.001646 	 0.000955 	 0.000425 	 0.000241 	 0.000025 
0 	 0.001664 	 0.000957 	 0.000252 	 0.000437 	 0.000017 
1 	 0.001565 	 0.000948 	 0.000255 	 0.000346 	 0.000015 
2 	 0.001694 	 0.000949 	 0.000504 	 0.000222 	 0.000020 
1 	 0.003297 	 0.000951 	 0.001176 	 0.001151 	 0.000019 
2 	 0.002797 	 0.001773 	 0.000732 	 0.000266 	 0.000027 
3 	 0.002681 	 0.001787 	 0.000623 	 0.000250 	 0.000021 
0 	 0.002345 	 0.000960 	 0.000128 	 0.001247 	 0.000010 
3 	 0.002985 	 0.000950 	 0.001039 	 0.000973 	 0.000023 
2 	 0.002881 	 0.000974 	 0.000952 	 0.000934 	 0.000021 
1 	 0.002402 	 0.001771 	 0.000345 	 0.000259 	 0.000027 
0 	 0.002408 	 0.001778 	 0.000188 	 0.000414 	 0.000028 
3 	 0.001429 	 0.000955 	 0.000272 	 0.000189 	 0.000014 
2 	 0.001420 	 0.000950 	 0.000272 	 0.000173 	 0.000024 
0 	 0.001502 	 0.000959 	 0.000197 	 0.000325 	 0.000021 
1 	 0.001457 	 0.000955 	 0.000228 	 0.000259 	 0.000015 
3 	 0.003163 	 0.000964 	 0.001115 	 0.001066 	 0.000018 
0 	 0.002590 	 0.001762 	 0.000256 	 0.000550 	 0.000023 
1 	 0.002738 	 0.001321 	 0.000577 	 0.000821 	 0.000019 
2 	 0.002521 	 0.001765 	 0.000451 	 0.000283 	 0.000023 
2 	 0.002932 	 0.000951 	 0.001725 	 0.000235 	 0.000020 
0 	 0.003005 	 0.000970 	 0.000202 	 0.001817 	 0.000016 
1 	 0.003536 	 0.000957 	 0.002160 	 0.000400 	 0.000018 
3 	 0.001588 	 0.000962 	 0.000329 	 0.000271 	 0.000026 
3 	 0.002485 	 0.001801 	 0.000403 	 0.000252 	 0.000030 
2 	 0.003070 	 0.000952 	 0.001054 	 0.001044 	 0.000020 
1 	 0.002475 	 0.001803 	 0.000279 	 0.000365 	 0.000028 
0 	 0.003091 	 0.000959 	 0.000835 	 0.001277 	 0.000019 
