
The overrelaxation coefficient (omega) passed from command line is	 1.950
The border exchange factor passed from command line is	 1
Rank of process:	 0	 Number of iterations:	 382	 Time for exchanging borders (s):	       0.027422
Rank of process:	 5	 Number of iterations:	 382	 Time for exchanging borders (s):	       0.033262
Rank of process:	 10	 Number of iterations:	 382	 Time for exchanging borders (s):	       0.036163
Rank of process:	 3	 Number of iterations:	 382	 Time for exchanging borders (s):	       0.035840
Rank of process:	 2	 Number of iterations:	 382	 Time for exchanging borders (s):	       0.028837
Rank of process:	 8	 Number of iterations:	 382	 Time for exchanging borders (s):	       0.033820
Rank of process:	 4	 Number of iterations:	 382	 Time for exchanging borders (s):	       0.008673
Rank of process:	 11	 Number of iterations:	 382	 Time for exchanging borders (s):	       0.008898
Rank of process:	 1	 Number of iterations:	 382	 Time for exchanging borders (s):	       0.031424
Rank of process:	 6	 Number of iterations:	 382	 Time for exchanging borders (s):	       0.008457
Rank of process:	 9	 Number of iterations:	 382	 Time for exchanging borders (s):	       0.039934
Rank of process:	 7	 Number of iterations:	 382	 Time for exchanging borders (s):	       0.031343
Rank of process:	 1	 Elapsed Wtime (s):	 0.118114
Rank of process:	 2	 Elapsed Wtime (s):	 0.141024
Rank of process:	 3	 Elapsed Wtime (s):	 0.142891
Rank of process:	 4	 Elapsed Wtime (s):	 0.144629
Rank of process:	 5	 Elapsed Wtime (s):	 0.146451
Rank of process:	 6	 Elapsed Wtime (s):	 0.148381
Rank of process:	 7	 Elapsed Wtime (s):	 0.150323
Rank of process:	 8	 Elapsed Wtime (s):	 0.152202
Rank of process:	 9	 Elapsed Wtime (s):	 0.154120
Rank of process:	 10	 Elapsed Wtime (s):	 0.155924
Rank of process:	 11	 Elapsed Wtime (s):	 0.157726
Rank of process:	 0	 Elapsed Wtime (s):	 0.161465
