2 	 2.761216 	 2.620424 	 0.016772 	 0.123667 	 0.000354 
1 	 2.777331 	 2.586131 	 0.029603 	 0.161192 	 0.000405 
0 	 2.776793 	 2.553199 	 0.026315 	 0.196752 	 0.000527 
3 	 2.777225 	 2.718900 	 0.035794 	 0.022195 	 0.000336 
1 	 2.810603 	 2.601133 	 0.012554 	 0.196449 	 0.000466 
0 	 2.823788 	 2.780747 	 0.022516 	 0.020156 	 0.000370 
2 	 2.824650 	 2.593256 	 0.032602 	 0.198382 	 0.000410 
3 	 2.822733 	 2.761221 	 0.030716 	 0.030402 	 0.000394 
2 	 2.739185 	 2.696796 	 0.021487 	 0.020541 	 0.000361 
0 	 2.747350 	 2.610121 	 0.018407 	 0.118427 	 0.000394 
1 	 2.738358 	 2.591293 	 0.014272 	 0.132382 	 0.000411 
3 	 2.745811 	 2.550455 	 0.028196 	 0.166744 	 0.000416 
3 	 2.871510 	 2.615299 	 0.017994 	 0.237768 	 0.000449 
2 	 2.909276 	 2.598907 	 0.057282 	 0.252620 	 0.000467 
0 	 3.021140 	 2.825533 	 0.121662 	 0.073519 	 0.000426 
1 	 3.023514 	 2.843656 	 0.165223 	 0.014201 	 0.000433 
2 	 2.822141 	 2.776656 	 0.026037 	 0.019118 	 0.000330 
3 	 2.815272 	 2.624916 	 0.017149 	 0.172810 	 0.000396 
0 	 2.816941 	 2.764382 	 0.009298 	 0.042831 	 0.000431 
1 	 2.819479 	 2.599759 	 0.016788 	 0.202576 	 0.000356 
3 	 2.635876 	 2.559086 	 0.019972 	 0.056428 	 0.000389 
0 	 2.635934 	 2.556880 	 0.011053 	 0.067566 	 0.000435 
2 	 2.635619 	 2.603157 	 0.017352 	 0.014795 	 0.000316 
1 	 2.640088 	 2.577241 	 0.017507 	 0.044910 	 0.000430 
2 	 2.774089 	 2.726976 	 0.023255 	 0.023526 	 0.000332 
3 	 2.773499 	 2.564267 	 0.021932 	 0.186835 	 0.000465 
0 	 2.775553 	 2.566434 	 0.015954 	 0.192750 	 0.000415 
1 	 2.772627 	 2.642681 	 0.011191 	 0.118247 	 0.000508 
0 	 2.633571 	 2.603284 	 0.010870 	 0.018972 	 0.000445 
2 	 2.631988 	 2.564525 	 0.019772 	 0.047313 	 0.000378 
1 	 2.636384 	 2.574368 	 0.018335 	 0.043230 	 0.000451 
3 	 2.632106 	 2.553913 	 0.019897 	 0.057893 	 0.000403 
1 	 2.755242 	 2.728129 	 0.017205 	 0.009558 	 0.000350 
0 	 2.753619 	 2.564970 	 0.010047 	 0.178210 	 0.000392 
3 	 2.748916 	 2.568433 	 0.016502 	 0.163550 	 0.000430 
2 	 2.754665 	 2.572001 	 0.024342 	 0.157916 	 0.000406 
1 	 2.763622 	 2.585397 	 0.012440 	 0.165410 	 0.000376 
0 	 2.764667 	 2.557159 	 0.010142 	 0.196899 	 0.000468 
2 	 2.763507 	 2.728107 	 0.017189 	 0.017878 	 0.000334 
3 	 2.764586 	 2.564589 	 0.019459 	 0.180168 	 0.000370 
