2 	 0.333949 	 0.309899 	 0.011417 	 0.012488 	 0.000145 
0 	 0.328240 	 0.321486 	 0.002279 	 0.004285 	 0.000190 
1 	 0.332509 	 0.310264 	 0.008513 	 0.013594 	 0.000138 
3 	 0.333967 	 0.312042 	 0.011413 	 0.010376 	 0.000137 
1 	 0.318543 	 0.309969 	 0.004301 	 0.004134 	 0.000138 
0 	 0.320840 	 0.310253 	 0.004498 	 0.005957 	 0.000132 
3 	 0.317347 	 0.309652 	 0.004710 	 0.002835 	 0.000150 
2 	 0.319730 	 0.308869 	 0.007084 	 0.003641 	 0.000136 
3 	 0.385692 	 0.365113 	 0.015917 	 0.004523 	 0.000139 
0 	 0.413068 	 0.314663 	 0.043080 	 0.055180 	 0.000145 
2 	 0.412802 	 0.315580 	 0.045530 	 0.051536 	 0.000157 
1 	 0.374786 	 0.365305 	 0.003403 	 0.005911 	 0.000167 
3 	 0.321875 	 0.311280 	 0.008136 	 0.002305 	 0.000153 
1 	 0.322705 	 0.311032 	 0.007537 	 0.004009 	 0.000127 
0 	 0.322298 	 0.309472 	 0.006226 	 0.006452 	 0.000148 
2 	 0.318109 	 0.309184 	 0.004381 	 0.004419 	 0.000125 
1 	 0.329710 	 0.309335 	 0.005062 	 0.015148 	 0.000165 
3 	 0.327858 	 0.319911 	 0.004780 	 0.003029 	 0.000138 
0 	 0.329750 	 0.310970 	 0.002376 	 0.016243 	 0.000161 
2 	 0.329740 	 0.309813 	 0.006998 	 0.012780 	 0.000149 
2 	 0.322910 	 0.311205 	 0.005307 	 0.006258 	 0.000139 
1 	 0.324230 	 0.315207 	 0.004670 	 0.004196 	 0.000157 
0 	 0.322676 	 0.310604 	 0.002497 	 0.009449 	 0.000126 
3 	 0.323929 	 0.311103 	 0.006186 	 0.006494 	 0.000145 
2 	 0.324598 	 0.316589 	 0.004828 	 0.003036 	 0.000145 
1 	 0.324861 	 0.312220 	 0.003765 	 0.008731 	 0.000145 
3 	 0.324505 	 0.312646 	 0.004975 	 0.006738 	 0.000146 
0 	 0.324397 	 0.311879 	 0.002466 	 0.009901 	 0.000151 
2 	 0.325827 	 0.316842 	 0.005503 	 0.003342 	 0.000140 
1 	 0.325854 	 0.312661 	 0.004208 	 0.008848 	 0.000137 
0 	 0.325911 	 0.310316 	 0.002386 	 0.013092 	 0.000116 
3 	 0.325008 	 0.311073 	 0.004951 	 0.008830 	 0.000154 
1 	 0.318036 	 0.310665 	 0.003111 	 0.004111 	 0.000150 
0 	 0.318794 	 0.310087 	 0.003006 	 0.005576 	 0.000126 
3 	 0.318654 	 0.310287 	 0.005401 	 0.002848 	 0.000118 
2 	 0.318027 	 0.310219 	 0.004783 	 0.002875 	 0.000150 
1 	 0.328948 	 0.320106 	 0.004396 	 0.004310 	 0.000136 
0 	 0.327511 	 0.310953 	 0.002593 	 0.013822 	 0.000143 
3 	 0.328657 	 0.312661 	 0.006210 	 0.009636 	 0.000150 
2 	 0.327586 	 0.312633 	 0.005323 	 0.009477 	 0.000154 
