1 	 0.048356 	 0.039762 	 0.005398 	 0.003128 	 0.000067 
0 	 0.043353 	 0.038353 	 0.000391 	 0.004546 	 0.000063 
2 	 0.044453 	 0.039795 	 0.001866 	 0.002721 	 0.000071 
3 	 0.048666 	 0.040375 	 0.006040 	 0.002190 	 0.000062 
1 	 0.042537 	 0.039739 	 0.000530 	 0.002210 	 0.000058 
3 	 0.041352 	 0.038322 	 0.000816 	 0.002152 	 0.000062 
2 	 0.043214 	 0.039829 	 0.002418 	 0.000907 	 0.000060 
0 	 0.043024 	 0.038502 	 0.000866 	 0.003602 	 0.000054 
0 	 0.044522 	 0.039016 	 0.002793 	 0.002656 	 0.000057 
2 	 0.044001 	 0.039771 	 0.002660 	 0.001489 	 0.000081 
1 	 0.042069 	 0.039816 	 0.000600 	 0.001590 	 0.000062 
3 	 0.044143 	 0.038308 	 0.003013 	 0.002754 	 0.000069 
3 	 0.044922 	 0.038363 	 0.004442 	 0.002060 	 0.000057 
0 	 0.041135 	 0.038301 	 0.000315 	 0.002448 	 0.000072 
1 	 0.042112 	 0.039790 	 0.001356 	 0.000903 	 0.000062 
2 	 0.044649 	 0.039793 	 0.003998 	 0.000805 	 0.000053 
2 	 0.047457 	 0.039773 	 0.006623 	 0.001001 	 0.000061 
3 	 0.046458 	 0.038414 	 0.005857 	 0.002116 	 0.000071 
1 	 0.041438 	 0.039754 	 0.000535 	 0.001076 	 0.000072 
0 	 0.041740 	 0.038376 	 0.000731 	 0.002578 	 0.000055 
0 	 0.043319 	 0.039382 	 0.001471 	 0.002397 	 0.000069 
2 	 0.042961 	 0.039779 	 0.001271 	 0.001852 	 0.000060 
3 	 0.042757 	 0.038247 	 0.001364 	 0.003099 	 0.000046 
1 	 0.042290 	 0.039773 	 0.000580 	 0.001881 	 0.000056 
3 	 0.043339 	 0.038325 	 0.001607 	 0.003342 	 0.000066 
2 	 0.042629 	 0.039734 	 0.000742 	 0.002082 	 0.000072 
0 	 0.044641 	 0.038332 	 0.000496 	 0.005732 	 0.000082 
1 	 0.045293 	 0.040935 	 0.003249 	 0.001043 	 0.000066 
2 	 0.042597 	 0.039759 	 0.000590 	 0.002187 	 0.000062 
0 	 0.042991 	 0.038300 	 0.000358 	 0.004270 	 0.000063 
3 	 0.045202 	 0.039893 	 0.003296 	 0.001941 	 0.000072 
1 	 0.044065 	 0.039796 	 0.001849 	 0.002358 	 0.000062 
1 	 0.049390 	 0.039927 	 0.007831 	 0.001568 	 0.000064 
0 	 0.042826 	 0.038765 	 0.000516 	 0.003489 	 0.000056 
3 	 0.049745 	 0.038338 	 0.008519 	 0.002817 	 0.000071 
2 	 0.042143 	 0.040286 	 0.000760 	 0.001028 	 0.000069 
1 	 0.042350 	 0.039733 	 0.001521 	 0.001019 	 0.000077 
0 	 0.042761 	 0.038445 	 0.000789 	 0.003477 	 0.000051 
3 	 0.041777 	 0.038266 	 0.001264 	 0.002172 	 0.000074 
2 	 0.041314 	 0.039805 	 0.000569 	 0.000883 	 0.000057 
